max_len is 300
Real episode: ep_ret: 135.73598606938612, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 419.52759227348764, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 223.56561962944124, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 265.45109346128277, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 309.83160380290025, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 203.27809977350745, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 67.08118559029144, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 398.9179832466856, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 212.73542606458102, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 256.74041144491576, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 344.2160730553083, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 200.36860063059, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 127.63268331431097, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 325.2909635324059, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 297.0020893943215, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 301.1073535822164, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 275.60644810824783, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 62.360695456668346, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 230.0657684158413, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 250.29166595170582, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 232.13231018560717, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 226.0453264302605, ep_cost: 0, ep_len: 300
p_len: 300
Simulated episode: ep_ret: 71.43752192451385, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 153.87643977713813, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 356.45037007881797, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 148.84350825796565, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 222.09125392552468, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 336.91789005556024, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 211.94266143861742, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 150.66460700241072, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 279.20123440038554, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 251.10381120551338, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 143.67405582148126, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 38.66118804986286, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 109.84575500802148, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 202.81361892528616, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 186.3370266333302, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 77.77697628418144, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 147.1251462844871, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 224.54554512890886, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 294.8852073575025, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 110.0266179059558, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 267.1291400862702, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 144.42047356828306, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -333.8943471033477, ep_cost: 67, ep_len: 300
Simulated episode: ep_ret: 124.43548341786394, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 192.18098165337236, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 200.07911385014313, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 202.61151674781283, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -6.969420951703974, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 212.14667423873036, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 15.729070556301982, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 139.815852988668, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 297.9962218107856, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 228.64026616410467, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 136.40996769041192, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 237.2225456014655, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 205.20988742132462, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 85.20769338920223, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 199.58335873118142, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 116.19128019276316, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 91.03382413682975, ep_cost: 0, ep_len: 300
